Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Belum Menikah,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,135,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Tentara,125,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,5,8,4,11,1,0,5,8,3,14,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,139,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,145,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,6,6,13,0,0,6,6,6,13,0,9,0,-3,Graduate
Belum Menikah,3rd phase - general contingent,1,Nursing,Daytime,Secondary education,115,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,115,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,7,13,6,11,0,0,8,9,7,12,0,15,2,-4,Graduate
Belum Menikah,1st phase - general contingent,1,Tourism,Daytime,Secondary education,123,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,114,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,11,0,2,Dropout
Belum Menikah,Change of course,2,Tourism,Daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,126,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,0,0,0,0,0,6,12,0,0,0,10,1,1,Dropout
Belum Menikah,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,138,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Konstruksi/Transportasi,Konstruksi/Transportasi,124,Iya,Tidak,Tidak,Tidak,Perempuan,Tidak,19,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Dropout
Belum Menikah,1st phase - general contingent,4,Tourism,Daytime,Secondary education,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Petani/Perikanan/Kehutanan,122,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,7,6,12,0,0,6,6,6,12,0,8,1,3,Graduate
Belum Menikah,3rd phase - general contingent,1,Basic Education,Daytime,Secondary education,117,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Belum/Tidak Bekerja,113,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,10,6,12,0,0,7,9,6,13,0,12,0,1,Graduate
Belum Menikah,Holders of other higher courses,1,Nursing,Daytime,Higher education - degree,140,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Manajemen/Administrasi,140,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,25,Tidak,0,8,8,7,14,0,0,8,8,7,14,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133,Portuguese,Other - 11th Year of Schooling,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Belum/Tidak Bekerja,107,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,11,5,10,0,0,6,10,6,11,0,11,0,2,Dropout
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,134,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Belum/Tidak Bekerja,124,Iya,Tidak,Iya,Iya,Perempuan,Iya,19,Tidak,0,6,6,6,12,0,0,6,6,6,12,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,115,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Manajemen/Administrasi,108,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,6,9,5,13,0,0,6,6,5,13,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,2,Nursing,Daytime,Secondary education,119,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Manajemen/Administrasi,115,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,7,8,7,12,0,0,8,8,8,13,0,13,0,0,Graduate
Belum Menikah,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Manajemen/Administrasi,Direktur/Manager,129,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,10,4,11,1,0,5,10,3,10,0,12,3,-1,Graduate
Belum Menikah,Holders of other higher courses,1,Agronomy,Daytime,Higher education - master's,120,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Spesialis Pendidikan,Manajemen/Administrasi,120,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,31,Tidak,8,12,12,11,13,0,4,12,16,12,13,0,15,2,-4,Graduate
Belum Menikah,1st phase - general contingent,4,Advertising and Marketing Management,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Manajemen/Administrasi,Konstruksi/Transportasi,121,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,7,6,13,0,0,6,9,5,15,0,13,0,0,Graduate
Belum Menikah,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,128,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis Pendidikan,Manajemen/Administrasi,123,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,6,6,6,14,0,0,6,8,6,12,0,8,1,3,Graduate
Belum Menikah,2nd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,129,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Manajemen/Administrasi,129,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,7,5,11,0,0,6,10,5,13,0,10,1,1,Dropout
Belum Menikah,2nd phase - general contingent,1,Management,Daytime,Secondary education,122,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Petani/Perikanan/Kehutanan,119,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,21,Tidak,0,5,6,5,11,0,0,5,6,5,12,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,4,Nursing,Daytime,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Spesialis IT/Teknisi,Tentara,131,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,8,7,13,0,0,8,9,8,13,0,12,0,1,Graduate
Belum Menikah,Change of institution/course,1,Communication Design,Daytime,Secondary education,143,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Manajemen/Administrasi,120,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,3,10,10,10,13,0,5,11,11,10,11,0,11,0,2,Dropout
Belum Menikah,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,,Tentara,143,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,3,6,6,6,13,0,2,6,9,5,12,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,123,Portuguese,Other - 11th Year of Schooling,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,119,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,8,5,13,0,0,6,6,6,14,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,1,Management,Daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,124,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,5,8,4,10,0,0,5,5,5,13,0,12,0,1,Graduate
Belum Menikah,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,116,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Konstruksi/Transportasi,Konstruksi/Transportasi,111,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,9,6,11,0,0,6,9,6,11,0,8,1,3,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,147,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Spesialis IT/Teknisi,147,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,162,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Layanan dan Jasa,147,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,8,8,8,14,0,0,8,8,8,14,0,9,0,-3,Graduate
Belum Menikah,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,108,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,108,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,6,10,4,11,0,0,6,10,4,11,0,12,3,-1,Graduate
Sudah Menikah,Transfer,1,Nursing,Daytime,Higher education - bachelor's degree,130,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,130,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,32,Tidak,0,8,8,8,14,0,0,8,8,8,14,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,2,Nursing,Daytime,Secondary education,116,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,109,Iya,Tidak,Tidak,Iya,Perempuan,Iya,23,Tidak,0,7,8,6,12,0,0,8,9,8,12,0,11,0,2,Graduate
Belum Menikah,2nd phase - general contingent,1,Social Service (evening attendance),Evening,Secondary education,132,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,121,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,8,5,12,0,0,6,10,5,12,0,10,1,1,Graduate
Belum Menikah,Change of course,1,Animation and Multimedia Design,Daytime,Higher education - bachelor's degree,140,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,140,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,34,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Dropout
Belum Menikah,1st phase - general contingent,1,Management,Daytime,Secondary education,136,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Konstruksi/Transportasi,Spesialis IT/Teknisi,125,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,5,7,5,12,0,0,5,7,5,11,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Tourism,Daytime,Secondary education,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,12th Year of Schooling - Not Completed,Belum/Tidak Bekerja,Belum/Tidak Bekerja,121,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,6,12,0,0,0,0,6,12,0,0,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,5,Social Service,Daytime,Secondary education,126,Portuguese,8th Year of Schooling,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Spesialis Pendidikan,121,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,8,6,11,0,0,6,6,6,11,0,7,2,0,Graduate
Belum Menikah,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,142,Portuguese,Higher Education - Degree,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Spesialis IT/Teknisi,132,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,8,6,13,0,0,6,15,6,13,0,12,0,1,Graduate
Belum Menikah,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,121,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,122,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,7,6,12,0,0,6,6,6,13,0,13,0,0,Graduate
Belum Menikah,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,134,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,110,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,24,Tidak,0,6,10,1,10,0,0,6,12,0,0,0,9,0,-3,Dropout
Belum Menikah,Change of institution/course,1,Management,Daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,120,Tidak,Tidak,Iya,Tidak,Perempuan,Tidak,32,Tidak,14,15,17,14,10,0,13,13,13,13,11,0,16,0,0,Graduate
Belum Menikah,Over 23 years old,1,Tourism,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Petani/Perikanan/Kehutanan,105,Iya,Tidak,Iya,Tidak,Perempuan,Tidak,24,Tidak,0,6,14,6,11,0,0,6,16,3,10,0,8,1,3,Dropout
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,157,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Layanan dan Jasa,137,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,6,6,13,0,0,6,7,0,0,0,15,2,-4,Dropout
Belum Menikah,Change of institution/course,1,Tourism,Daytime,Secondary education,120,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,118,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,28,Tidak,0,6,8,6,12,0,0,6,8,5,12,0,8,1,3,Graduate
Belum Menikah,2nd phase - general contingent,5,Basic Education,Daytime,Secondary education,134,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Spesialis IT/Teknisi,122,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,8,6,11,0,0,6,9,4,12,0,10,1,1,Dropout
Belum Menikah,Holders of other higher courses,1,Basic Education,Daytime,Higher education - degree,140,Portuguese,Unknown,Unknown,Belum/Tidak Bekerja,Belum/Tidak Bekerja,140,Iya,Tidak,Tidak,Tidak,Perempuan,Tidak,24,Tidak,0,6,12,0,0,0,0,5,10,0,0,0,9,0,-3,Dropout
Belum Menikah,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Tentara,143,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,7,5,14,0,0,5,6,5,13,0,7,2,0,Graduate
Sudah Menikah,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,146,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,120,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,44,Tidak,0,6,6,6,14,0,0,6,6,6,14,0,10,1,1,Graduate
Belum Menikah,1st phase - special contingent (Madeira Island),3,Veterinary Nursing,Daytime,Secondary education,130,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Spesialis Pendidikan,119,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,14,6,14,0,0,6,9,6,12,0,15,2,-4,Graduate
Belum Menikah,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,151,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,147,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,6,Journalism and Communication,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,129,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,22,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,7,2,0,Dropout
Belum Menikah,3rd phase - general contingent,1,Basic Education,Daytime,Secondary education,132,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Layanan dan Jasa,126,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,7,9,6,12,0,0,7,7,6,12,0,11,0,2,Graduate
Sudah Menikah,Over 23 years old,1,Management,Evening,Secondary education,110,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Manajemen/Administrasi,160,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,44,Tidak,0,5,5,5,11,0,0,5,5,5,12,0,15,2,-4,Graduate
Belum Menikah,Over 23 years old,1,Basic Education,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Spesialis IT/Teknisi,105,Tidak,Tidak,Iya,Iya,Perempuan,Tidak,33,Tidak,0,6,7,5,13,0,0,6,7,5,10,0,7,2,0,Dropout
Sudah Menikah,Over 23 years old,1,Basic Education,Daytime,Secondary education,110,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,95,Tidak,Tidak,Iya,Tidak,Perempuan,Tidak,32,Tidak,0,6,6,0,0,0,0,5,10,0,0,0,10,1,1,Dropout
Sudah Menikah,Over 23 years old,1,Agronomy,Daytime,Secondary education,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Manajemen/Administrasi,107,Tidak,Tidak,Tidak,Tidak,Perempuan,Tidak,35,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,15,2,-4,Dropout
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,105,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Petani/Perikanan/Kehutanan,Petani/Perikanan/Kehutanan,106,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,6,6,6,11,0,0,6,7,6,13,0,11,0,2,Graduate
Belum Menikah,Over 23 years old,1,Tourism,Daytime,Secondary education,160,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Petani/Perikanan/Kehutanan,Petani/Perikanan/Kehutanan,116,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,24,Tidak,0,6,8,5,12,0,0,6,7,5,12,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,144,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Tentara,137,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,7,7,13,0,0,8,9,8,14,0,16,0,0,Graduate
Belum Menikah,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,143,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Belum/Tidak Bekerja,144,Iya,Tidak,Tidak,Iya,Laki-laki,Iya,19,Tidak,0,6,7,6,13,0,0,6,6,6,13,0,12,3,-1,Graduate
Belum Menikah,Transfer,1,Agronomy,Daytime,Secondary education,160,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Layanan dan Jasa,107,Iya,Tidak,Tidak,Tidak,Laki-laki,Tidak,27,Tidak,0,6,10,0,0,0,0,6,8,0,0,0,15,2,-4,Dropout
Belum Menikah,Over 23 years old,1,Basic Education,Daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Manajemen/Administrasi,128,Tidak,Tidak,Tidak,Tidak,Perempuan,Tidak,30,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,12,3,-1,Dropout
Belum Menikah,2nd phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,133,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,117,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Dropout
Belum Menikah,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,116,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Layanan dan Jasa,Spesialis IT/Teknisi,110,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,19,Tidak,0,6,6,6,11,0,0,6,8,6,12,0,8,1,3,Graduate
Belum Menikah,Change of course,1,Nursing,Daytime,Secondary education,141,Portuguese,Higher Education - Master's,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Tentara,100,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,18,Tidak,0,7,7,7,11,0,0,8,10,7,12,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,110,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Spesialis IT/Teknisi,Spesialis IT/Teknisi,117,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,132,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Belum/Tidak Bekerja,128,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0,Graduate
